sample_size sample_mean 
250 68.14083585306129 
250 72.09033970537921 
250 67.84302239872122 
250 72.53109480538893 
250 74.69831369390023 
250 73.32240956868702 
250 71.9900500989085 
250 70.13836272730492 
250 74.71845570994614 
250 77.05224140932835 
250 72.34231933746233 
250 70.55486892834969 
250 70.20305206314723 
250 72.31521597963564 
250 71.4349153709113 
250 71.76278266086031 
250 66.82748531638997 
250 69.98840157357964 
250 73.69745836769087 
250 71.02020641279815 
250 68.2794301474092 
250 68.06116916716346 
250 70.25328623710193 
250 70.99652892305866 
250 67.97357831338914 
250 72.65710211010759 
250 71.26796460159933 
250 69.75019746034971 
250 72.12224855306083 
250 71.11792499148874 
250 71.1298517145555 
250 75.11001669616576 
250 76.07716869845603 
500 70.39171140450388 
500 71.05872756840478 
500 73.03512393062769 
500 69.7756280501357 
500 69.87044984341246 
500 69.54385350719032 
500 71.157979831542 
500 71.14856183267551 
500 71.20028933676727 
500 72.6572208364749 
500 69.11770969817272 
500 71.46870107442331 
500 69.63261023773191 
500 70.48732307464341 
500 70.84863607725923 
500 70.98749848291882 
500 71.7500405944473 
500 69.89628503802938 
500 69.85756712866898 
500 73.34463999177251 
500 74.3731835013182 
500 72.64724478220475 
500 72.74224090385587 
500 73.17032744790542 
500 73.76582825229039 
500 71.66712765962167 
500 71.49433811676053 
500 69.71168544286976 
500 71.26889309805672 
500 69.6133868507367 
500 70.99225712677239 
500 71.82544627759191 
500 70.00689839360989 
500 73.05227790222412 
500 71.68787663432849 
500 69.8993314256519 
500 72.16260267884805 
500 73.05514421426399 
500 70.3979632276658 
500 73.4381051267753 
500 71.58462157262032 
500 70.06358265227402 
500 72.41963636905724 
500 73.96934350422197 
500 70.0711664273499 
500 69.25769706619664 
500 71.80598676355177 
500 71.3607099301571 
500 74.37562499474488 
500 70.6054526400515 
500 70.73554004579861 
500 72.69657316163176 
500 67.46067007594458 
500 68.20353087139523 
500 70.80972280494782 
500 70.88701152310111 
500 70.97203052325543 
500 69.68638039207792 
500 73.83471494464254 
500 71.97467151788217 
500 68.15283920602498 
500 71.71453677991948 
500 73.28044262872038 
500 69.4259320718977 
500 71.12489335840637 
500 73.10574787687091 
500 71.90976192691949 
500 69.54015316687999 
500 71.54703333553618 
500 73.70990274007445 
500 71.21105516808704 
500 72.52195194029711 
500 71.09000273075215 
500 71.78241648176062 
500 71.46937869166521 
500 68.99411656879707 
500 70.89925239160672 
500 70.2357873603391 
500 72.28243470067676 
500 70.83942831781813 
500 68.95091317014334 
500 71.7129457087508 
500 70.66979833936057 
500 69.52807893832336 
500 71.82294884084088 
500 71.8887627634574 
500 72.92491391487795 
500 70.28472422569163 
500 71.66310960006378 
500 74.63018343100555 
500 71.9743260559445 
500 73.54612236797259 
500 71.20706824874605 
500 71.14136821940043 
500 70.86750702178306 
500 72.66632256779113 
500 72.65745541780755 
500 67.73867880975612 
500 71.85216202337713 
500 70.993664559213 
500 72.58274750600326 
500 73.08578708548552 
500 70.72233985440334 
500 71.2930967751406 
500 71.67547319423082 
500 69.25225414848543 
500 73.16250400077767 
500 70.91890878714091 
500 72.09319423948428 
500 69.40665656109245 
50 70.04184643431374 
50 75.12937734889915 
50 71.94419371650464 
50 75.26269551585942 
50 69.98511181747733 
50 72.39023803940016 
50 74.88537844687642 
50 66.90428221997257 
50 67.00694822281062 
50 76.49523935260987 
50 71.40281028537252 
50 59.94595651156426 
50 80.02320227936924 
50 70.39524406664789 
50 80.98236978979004 
50 60.718237102158874 
50 68.10811913025867 
50 76.12930850780378 
50 68.17131985262598 
50 71.64784005542812 
50 70.77772627220526 
50 69.57995126991209 
50 80.40129823967362 
50 65.68684731887453 
50 63.974851109928814 
50 74.15770717219796 
50 73.75697879589438 
50 76.3410459672397 
50 61.13720748157065 
50 77.47980564712272 
50 71.97893866704437 
50 69.05700621741397 
50 75.49319922295255 
50 67.5848256821014 
50 67.62072083001705 
50 60.46176532799418 
50 62.83628933625089 
50 76.43624244508804 
50 63.1694487439943 
50 73.97111209492797 
50 70.46164334705705 
50 63.89384689403666 
50 71.24403223462727 
50 73.76179377360822 
50 81.88872969887045 
50 64.37163410285491 
50 66.52068675151244 
50 72.06193534277995 
50 60.89992265710106 
50 70.21385120763696 
50 74.13541351280622 
50 63.48663925730687 
50 72.35124596664375 
50 69.99268405788179 
50 72.65759903618958 
50 68.71134993718293 
50 76.39967014810101 
50 72.6393101436261 
50 71.25814681812723 
50 60.66235522927107 
50 78.34583165542281 
50 59.897879126544865 
50 72.83243187897922 
50 75.4107735197629 
50 75.35713660790799 
50 72.17214711678483 
50 73.47373813551374 
50 66.14465064269702 
50 66.73549421653723 
50 69.85114549538729 
50 63.060242262747195 
50 71.50024097811236 
50 84.2789888666118 
50 82.17814189851697 
50 71.08998527307375 
50 58.79276270465402 
50 66.52412722980465 
50 75.73824243428369 
50 86.40319054492589 
50 75.41209915740305 
50 69.25796047470344 
50 52.98766108454853 
50 69.26384009370886 
50 77.34153682677565 
50 63.85882553087881 
50 62.00741651383395 
50 69.27043974952517 
50 64.5967339401724 
50 65.5433576628228 
50 67.85633551084774 
50 69.22383625075058 
50 68.65544069153982 
50 71.06472903172421 
50 76.41349382200485 
50 77.2404484829819 
50 68.44873951565167 
50 74.91200109302825 
50 76.46089253273533 
50 80.95368294439805 
50 76.43442181372797 
50 64.59825929793793 
50 66.82099764801353 
50 62.88947176884615 
50 70.5675892012991 
50 85.22877828729645 
50 74.16012746431717 
50 72.68233726858344 
50 59.35989454962863 
50 73.37600864021573 
50 71.34315841916151 
1000 71.72609834668317 
1000 70.86509009053961 
1000 72.27629223950221 
1000 72.14969008943716 
1000 71.03203729730825 
1000 72.26324982880351 
1000 70.44289183617863 
1000 70.54972999342046 
1000 71.00510942307963 
1000 71.83218817921325 
1000 69.8558192992337 
1000 70.24622071325676 
1000 72.35491544492103 
1000 70.56375982688763 
1000 71.96818830949016 
1000 69.95049903884903 
1000 71.78361129187319 
1000 72.28501317887806 
1000 71.33206389840166 
1000 73.33413496629727 
1000 72.87368141404758 
1000 70.93883074955 
1000 70.05190155197411 
1000 71.62645363447785 
1000 70.60566008930142 
1000 70.86558467825094 
1000 68.88791643575222 
1000 70.72203689410848 
1000 70.56767548796493 
1000 71.2135585114543 
1000 70.59904778276275 
1000 71.16291960369988 
1000 71.36630826271335 
1000 71.97785605716791 
1000 71.12990679237197 
1000 72.8908452898171 
1000 72.73651246738633 
1000 72.36978189012987 
1000 70.60205285487525 
1000 71.54591598137127 
1000 71.38089157737528 
1000 71.62149107997014 
1000 72.45718559209458 
1000 70.78405178860537 
1000 71.21507810867777 
1000 71.16077114702951 
1000 71.65661903046004 
1000 71.03600333704001 
1000 70.13576520961716 
1000 71.46713389070497 
1000 71.19338514145748 
1000 72.93106489774854 
1000 72.45541937653671 
1000 72.48518668857449 
1000 70.78162485020994 
1000 70.4227333902577 
1000 69.40511604666503 
1000 68.93278272914648 
1000 70.09924444188322 
1000 72.16565229582872 
1000 71.64839639024538 
1000 72.65683129743461 
1000 70.52538427399753 
1000 71.33398688874857 
1000 71.60722820155038 
1000 70.90713762329713 
1000 70.97096228127037 
1000 72.81077030341699 
1000 71.65649784687875 
1000 72.92189342644411 
1000 70.52702642594481 
1000 71.93788134705264 
1000 72.92161255121515 
1000 73.83764269068747 
1000 70.02633915838797 
1000 71.19643275755612 
1000 73.76840583509407 
1000 71.00002283158443 
1000 74.86195518890861 
1000 73.12541535942928 
1000 71.77101042595353 
1000 73.05937704175743 
1000 70.63392474033861 
1000 71.79810044217626 
1000 73.12063179205579 
1000 71.81795665594784 
1000 69.90784040194939 
1000 71.51596375483398 
1000 71.54435396185036 
1000 72.34452862460716 
1000 72.4914374672578 
1000 72.78693559683161 
1000 70.98547527376199 
1000 71.20338530401361 
1000 71.3459042022118 
1000 73.12247144660388 
1000 71.06383445994769 
1000 72.35248692059055 
1000 72.27092232642984 
1000 72.59660126213011 
1000 71.00889672682803 
1000 69.73691607185816 
1000 72.95235844522136 
1000 72.0233658699831 
1000 72.66558645992664 
1000 71.26771668138485 
1000 71.48494489484003 
1000 71.27771324965403 
1000 71.99877512096793 
1000 72.05716291458494 
30 65.60151958663567 
30 61.33595306104607 
30 69.46127723094537 
30 69.68493532753703 
30 62.613721854345314 
30 70.79592024470648 
30 68.24057247741968 
30 80.62732002981961 
30 60.12131926894593 
30 82.22571978827698 
30 58.244057561785624 
30 73.2258236482109 
30 74.05555385472896 
30 59.64053543061796 
30 74.24229280681294 
30 71.43330475432883 
30 63.342905756662944 
30 59.984654156709624 
30 71.27677163648201 
30 65.19681664952857 
30 73.20164913541491 
30 76.38123385190507 
30 71.71601117489881 
30 63.91919457425986 
30 81.49062553784569 
30 71.57248037888256 
30 89.72616163460953 
30 59.58221733743145 
30 74.43115014039707 
30 71.07210836468337 
30 65.92821839437838 
30 73.88976844557006 
30 76.10556757035017 
30 73.65864207211901 
30 69.33737701671177 
30 67.62887604139198 
30 63.398113282400374 
30 52.80071603793931 
30 79.10672305741299 
30 68.03203271356895 
30 65.71670240101751 
30 75.03826442510147 
30 76.50130191989827 
30 72.43846572380627 
30 70.17053745464128 
30 63.14405031710427 
30 89.63377167678405 
30 64.1041018563532 
30 72.65113720131 
30 70.98291938940629 
30 60.94482046757117 
30 73.03190790849082 
30 80.83239081459539 
30 77.91476241110597 
30 72.92221882082816 
30 63.78323066816524 
30 68.70468709871673 
30 69.64611694226238 
30 70.17588213249132 
30 74.1710264029951 
30 69.90976627212395 
30 70.12542218243607 
30 78.81630900561163 
30 68.3045113267701 
30 70.24123180608122 
30 76.55823231560832 
30 63.939679871233594 
30 68.56469231108784 
30 65.2276612312753 
30 65.86158842071684 
30 65.74838452838075 
30 64.44756495737383 
30 73.57067225751031 
30 69.06804878458064 
30 63.34990120493351 
30 71.7243564858637 
30 65.12673469917864 
30 57.125003808479704 
30 78.60352497742305 
30 66.72803090726691 
30 70.81465057702465 
30 61.09711410367064 
30 62.09796130804072 
30 85.25419241820448 
30 68.65802460617154 
30 78.15311247461351 
30 72.53119475919942 
30 61.47552083925742 
30 66.56306043353605 
30 75.69014537682757 
30 74.20962939186438 
30 64.85524354357146 
30 65.41174346340838 
30 78.92268122174005 
30 67.74860201923413 
30 87.39983997437963 
30 76.50994279031478 
30 62.27316287416015 
30 71.16909511972692 
30 81.37196883287704 
30 76.29073476430008 
30 76.79044402337169 
30 77.74446787804837 
30 70.61358784124538 
30 67.6314238310846 
30 70.09545405219106 
30 78.59160838115234 
30 70.49574607413486 
30 67.17667633883498 
30 75.08620591429602 
